year,month,site_code,product_code,predicted_value
2019,10,C2011,AS27133,93.0
2019,10,C2002,AS42018,6.0
2019,10,C2002,AS21126,8.0
2019,10,C2002,AS27132,6.0
2019,10,C2002,AS27000,13.0
2019,10,C2002,AS27137,6.0
2019,10,C2002,AS27138,6.0
2019,10,C2002,AS27133,29.0
2019,11,C2011,AS42018,27.0
2019,11,C2011,AS46000,24.0
2019,11,C2011,AS17005,27.0
2019,11,C2011,AS27134,23.0
2019,11,C2011,AS27000,96.0
2019,11,C2011,AS27139,2.0
2019,11,C2011,AS27137,27.0
2019,11,C2011,AS27138,27.0
2019,11,C2011,AS27133,93.0
2019,11,C2002,AS21126,8.0
2019,11,C2002,AS42018,6.0
2019,11,C2002,AS27132,6.0
2019,11,C2002,AS27000,13.0
2019,11,C2002,AS27137,6.0
2019,11,C2002,AS27138,6.0
2019,11,C2002,AS27133,29.0
2019,12,C2011,AS42018,27.0
2019,12,C2011,AS46000,24.0
2019,12,C2011,AS17005,27.0
2019,12,C2011,AS27134,23.0
2019,12,C2011,AS27000,96.0
2019,12,C2011,AS27139,2.0
2019,12,C2011,AS27137,27.0
2019,12,C2011,AS27138,27.0
2019,12,C2011,AS27133,93.0
2019,12,C2002,AS42018,6.0
2019,12,C2002,AS21126,8.0
2019,12,C2002,AS27132,6.0
2019,12,C2002,AS27000,13.0
2019,12,C2002,AS27137,6.0
2019,12,C2002,AS27138,6.0
2019,12,C2002,AS27133,29.0
2019,10,C2010,AS21126,2.0
2019,10,C2010,AS42018,9.0
2019,10,C2010,AS46000,38.0
2019,10,C2010,AS17005,9.0
2019,10,C2010,AS27134,14.0
2019,10,C2010,AS27132,9.0
2019,10,C2010,AS27000,28.0
2019,10,C2010,AS27139,1.0
2019,10,C2010,AS27137,9.0
2019,10,C2010,AS27138,9.0
2019,10,C2010,AS27133,61.0
2019,11,C2010,AS21126,2.0
2019,11,C2010,AS42018,9.0
2019,11,C2010,AS46000,38.0
2019,11,C2010,AS17005,9.0
2019,11,C2010,AS27134,14.0
2019,11,C2010,AS27132,9.0
2019,11,C2010,AS27000,28.0
2019,11,C2010,AS27139,1.0
2019,11,C2010,AS27137,9.0
2019,11,C2010,AS27138,9.0
2019,11,C2010,AS27133,61.0
2019,12,C2010,AS21126,2.0
2019,12,C2010,AS42018,9.0
2019,12,C2010,AS46000,38.0
2019,12,C2010,AS17005,9.0
2019,12,C2010,AS27134,14.0
2019,12,C2010,AS27132,9.0
2019,12,C2010,AS27000,28.0
2019,12,C2010,AS27139,1.0
2019,12,C2010,AS27137,9.0
2019,12,C2010,AS27138,9.0
2019,12,C2010,AS27133,61.0
2019,10,C4018,AS21126,1.0
2019,10,C4018,AS27134,9.0
2019,10,C4018,AS27132,4.0
2019,10,C4018,AS27000,15.0
2019,10,C4018,AS27139,1.0
2019,10,C4018,AS27138,4.0
2019,10,C4018,AS27133,42.0
2019,11,C4018,AS21126,1.0
2019,11,C4018,AS27134,9.0
2019,11,C4018,AS27132,4.0
2019,11,C4018,AS27000,15.0
2019,11,C4018,AS27139,1.0
2019,11,C4018,AS27138,4.0
2019,11,C4018,AS27133,42.0
2019,12,C4018,AS21126,1.0
2019,12,C4018,AS27134,9.0
2019,12,C4018,AS27132,4.0
2019,12,C4018,AS27000,15.0
2019,12,C4018,AS27139,1.0
2019,12,C4018,AS27138,4.0
2019,12,C4018,AS27133,42.0
2019,10,C3010,AS42018,6.0
2019,10,C3010,AS27134,12.0
2019,10,C3010,AS27132,6.0
2019,10,C3010,AS27000,2.0
2019,10,C3010,AS27137,6.0
2019,10,C3010,AS27138,6.0
2019,10,C3010,AS27133,43.0
2019,10,C3014,AS27134,5.0
2019,10,C3014,AS27000,3.0
2019,10,C3014,AS27137,4.0
2019,10,C3014,AS27138,4.0
2019,10,C3014,AS27133,17.0
2019,10,C3015,AS21126,1.0
2019,10,C3015,AS27134,12.0
2019,10,C3015,AS27132,4.0
2019,10,C3015,AS27000,2.0
2019,10,C3015,AS27137,4.0
2019,10,C3015,AS27138,4.0
2019,10,C3015,AS27133,31.0
2019,11,C3015,AS21126,1.0
2019,11,C3015,AS27134,12.0
2019,11,C3015,AS27132,4.0
2019,11,C3015,AS27000,2.0
2019,11,C3015,AS27137,4.0
2019,11,C3015,AS27138,4.0
2019,11,C3015,AS27133,31.0
2019,11,C3014,AS27134,5.0
2019,11,C3014,AS27000,3.0
2019,11,C3014,AS27137,4.0
2019,11,C3014,AS27138,4.0
2019,11,C3014,AS27133,17.0
2019,11,C3010,AS42018,6.0
2019,11,C3010,AS27134,12.0
2019,11,C3010,AS27132,6.0
2019,11,C3010,AS27000,2.0
2019,11,C3010,AS27137,6.0
2019,11,C3010,AS27138,6.0
2019,11,C3010,AS27133,43.0
2019,12,C3010,AS42018,6.0
2019,12,C3010,AS27134,12.0
2019,12,C3010,AS27132,6.0
2019,12,C3010,AS27000,2.0
2019,12,C3010,AS27137,6.0
2019,12,C3010,AS27138,6.0
2019,12,C3010,AS27133,43.0
2019,12,C3014,AS27134,5.0
2019,12,C3014,AS27000,3.0
2019,12,C3014,AS27137,4.0
2019,12,C3014,AS27138,4.0
2019,12,C3014,AS27133,17.0
2019,12,C3015,AS21126,1.0
2019,12,C3015,AS27134,12.0
2019,12,C3015,AS27132,4.0
2019,12,C3015,AS27000,2.0
2019,12,C3015,AS27137,4.0
2019,12,C3015,AS27138,4.0
2019,12,C3015,AS27133,31.0
2019,10,C1399,AS27134,4.0
2019,10,C1399,AS27132,3.0
2019,10,C1399,AS27000,4.0
2019,10,C1399,AS27137,3.0
2019,10,C1399,AS27138,3.0
2019,10,C1399,AS27133,26.0
2019,10,C1056,AS21126,0.0
2019,10,C1056,AS46000,1.0
2019,10,C1056,AS27134,4.0
2019,10,C1056,AS27132,3.0
2019,10,C1056,AS27000,4.0
2019,10,C1056,AS27137,3.0
2019,10,C1056,AS27138,3.0
2019,10,C1056,AS27133,383.0
2019,10,C1055,AS42018,3.0
2019,10,C1055,AS21126,2.0
2019,10,C1055,AS46000,1.0
2019,10,C1055,AS17005,3.0
2019,10,C1055,AS27134,11.0
2019,10,C1055,AS27132,3.0
2019,10,C1055,AS27000,8.0
2019,10,C1055,AS27139,1.0
2019,10,C1055,AS27137,3.0
2019,10,C1055,AS27138,3.0
2019,10,C1055,AS27133,21.0
2019,10,C1144,AS46000,7.0
2019,10,C1144,AS27134,8.0
2019,10,C1144,AS27132,5.0
2019,10,C1144,AS27000,10.0
2019,10,C1144,AS27138,5.0
2019,10,C1144,AS27133,34.0
2019,10,C1086,AS27134,55.0
2019,10,C1086,AS27132,22.0
2019,10,C1086,AS27000,174.0
2019,10,C1086,AS27137,22.0
2019,10,C1086,AS27138,22.0
2019,10,C1086,AS27133,65.0
2019,10,C1029,AS46000,3.0
2019,10,C1029,AS27134,25.0
2019,10,C1029,AS27132,6.0
2019,10,C1029,AS27000,27.0
2019,10,C1029,AS27139,1.0
2019,10,C1029,AS27137,6.0
2019,10,C1029,AS27138,6.0
2019,10,C1029,AS27133,73.0
2019,10,C1745,AS46000,29.0
2019,10,C1745,AS27134,3.0
2019,10,C1745,AS27132,4.0
2019,10,C1745,AS27000,3.0
2019,10,C1745,AS27137,4.0
2019,10,C1745,AS27138,4.0
2019,10,C1745,AS27133,13.0
2019,10,C1018,AS42018,10.0
2019,10,C1018,AS21126,2.0
2019,10,C1018,AS46000,19.0
2019,10,C1018,AS17005,10.0
2019,10,C1018,AS27134,39.0
2019,10,C1018,AS27132,10.0
2019,10,C1018,AS27000,57.0
2019,10,C1018,AS27139,2.0
2019,10,C1018,AS27137,10.0
2019,10,C1018,AS27138,10.0
2019,10,C1018,AS27133,109.0
2019,11,C1399,AS27134,4.0
2019,11,C1399,AS27132,3.0
2019,11,C1399,AS27000,4.0
2019,11,C1399,AS27137,3.0
2019,11,C1399,AS27138,3.0
2019,11,C1399,AS27133,26.0
2019,11,C1029,AS46000,3.0
2019,11,C1029,AS27134,25.0
2019,11,C1029,AS27132,6.0
2019,11,C1029,AS27000,27.0
2019,11,C1029,AS27139,1.0
2019,11,C1029,AS27137,6.0
2019,11,C1029,AS27138,6.0
2019,11,C1029,AS27133,73.0
2019,11,C1018,AS21126,2.0
2019,11,C1018,AS42018,10.0
2019,11,C1018,AS46000,19.0
2019,11,C1018,AS17005,10.0
2019,11,C1018,AS27134,39.0
2019,11,C1018,AS27132,10.0
2019,11,C1018,AS27000,57.0
2019,11,C1018,AS27139,2.0
2019,11,C1018,AS27137,10.0
2019,11,C1018,AS27138,10.0
2019,11,C1018,AS27133,109.0
2019,11,C1055,AS42018,3.0
2019,11,C1055,AS21126,2.0
2019,11,C1055,AS46000,1.0
2019,11,C1055,AS17005,3.0
2019,11,C1055,AS27134,11.0
2019,11,C1055,AS27132,3.0
2019,11,C1055,AS27000,8.0
2019,11,C1055,AS27139,1.0
2019,11,C1055,AS27137,3.0
2019,11,C1055,AS27138,3.0
2019,11,C1055,AS27133,21.0
2019,11,C1144,AS46000,7.0
2019,11,C1144,AS27134,8.0
2019,11,C1144,AS27132,5.0
2019,11,C1144,AS27000,10.0
2019,11,C1144,AS27138,5.0
2019,11,C1144,AS27133,34.0
2019,11,C1086,AS27134,55.0
2019,11,C1086,AS27132,22.0
2019,11,C1086,AS27000,174.0
2019,11,C1086,AS27137,22.0
2019,11,C1086,AS27138,22.0
2019,11,C1086,AS27133,65.0
2019,11,C1745,AS46000,29.0
2019,11,C1745,AS27134,3.0
2019,11,C1745,AS27132,4.0
2019,11,C1745,AS27000,3.0
2019,11,C1745,AS27137,4.0
2019,11,C1745,AS27138,4.0
2019,11,C1745,AS27133,13.0
2019,11,C1056,AS21126,0.0
2019,11,C1056,AS46000,1.0
2019,11,C1056,AS27134,4.0
2019,11,C1056,AS27132,3.0
2019,11,C1056,AS27000,4.0
2019,11,C1056,AS27137,3.0
2019,11,C1056,AS27138,3.0
2019,11,C1056,AS27133,383.0
2019,12,C1399,AS27134,4.0
2019,12,C1399,AS27132,3.0
2019,12,C1399,AS27000,4.0
2019,12,C1399,AS27137,3.0
2019,12,C1399,AS27138,3.0
2019,12,C1399,AS27133,26.0
2019,12,C1055,AS21126,2.0
2019,12,C1055,AS42018,3.0
2019,12,C1055,AS46000,1.0
2019,12,C1055,AS17005,3.0
2019,12,C1055,AS27134,11.0
2019,12,C1055,AS27132,3.0
2019,12,C1055,AS27000,8.0
2019,12,C1055,AS27139,1.0
2019,12,C1055,AS27137,3.0
2019,12,C1055,AS27138,3.0
2019,12,C1055,AS27133,21.0
2019,12,C1056,AS21126,0.0
2019,12,C1056,AS46000,1.0
2019,12,C1056,AS27134,4.0
2019,12,C1056,AS27132,3.0
2019,12,C1056,AS27000,4.0
2019,12,C1056,AS27137,3.0
2019,12,C1056,AS27138,3.0
2019,12,C1056,AS27133,383.0
2019,12,C1144,AS46000,7.0
2019,12,C1144,AS27134,8.0
2019,12,C1144,AS27132,5.0
2019,12,C1144,AS27000,10.0
2019,12,C1144,AS27138,5.0
2019,12,C1144,AS27133,34.0
2019,12,C1086,AS27134,55.0
2019,12,C1086,AS27132,22.0
2019,12,C1086,AS27000,174.0
2019,12,C1086,AS27137,22.0
2019,12,C1086,AS27138,22.0
2019,12,C1086,AS27133,65.0
2019,12,C1029,AS46000,3.0
2019,12,C1029,AS27134,25.0
2019,12,C1029,AS27132,6.0
2019,12,C1029,AS27000,27.0
2019,12,C1029,AS27139,1.0
2019,12,C1029,AS27137,6.0
2019,12,C1029,AS27138,6.0
2019,12,C1029,AS27133,73.0
2019,12,C1018,AS42018,10.0
2019,12,C1018,AS21126,2.0
2019,12,C1018,AS46000,19.0
2019,12,C1018,AS17005,10.0
2019,12,C1018,AS27134,39.0
2019,12,C1018,AS27132,10.0
2019,12,C1018,AS27000,57.0
2019,12,C1018,AS27139,2.0
2019,12,C1018,AS27137,10.0
2019,12,C1018,AS27138,10.0
2019,12,C1018,AS27133,109.0
2019,12,C1745,AS46000,29.0
2019,12,C1745,AS27134,3.0
2019,12,C1745,AS27132,4.0
2019,12,C1745,AS27000,3.0
2019,12,C1745,AS27137,4.0
2019,12,C1745,AS27138,4.0
2019,12,C1745,AS27133,13.0
2019,10,C3011,AS27000,24.0
2019,10,C3011,AS27137,5.0
2019,10,C3011,AS27138,5.0
2019,10,C3011,AS27133,26.0
2019,11,C3011,AS27000,24.0
2019,11,C3011,AS27137,5.0
2019,11,C3011,AS27138,5.0
2019,11,C3011,AS27133,26.0
2019,12,C3011,AS27000,24.0
2019,12,C3011,AS27137,5.0
2019,12,C3011,AS27138,5.0
2019,12,C3011,AS27133,26.0
2019,10,C1088,AS21126,28.0
2019,10,C1088,AS27134,48.0
2019,10,C1088,AS27132,15.0
2019,10,C1088,AS27000,29.0
2019,10,C1088,AS27137,15.0
2019,10,C1088,AS27138,15.0
2019,10,C1088,AS27133,228.0
2019,11,C1088,AS21126,28.0
2019,11,C1088,AS27134,48.0
2019,11,C1088,AS27132,15.0
2019,11,C1088,AS27000,29.0
2019,11,C1088,AS27137,15.0
2019,11,C1088,AS27138,15.0
2019,11,C1088,AS27133,228.0
2019,12,C1088,AS21126,28.0
2019,12,C1088,AS27134,48.0
2019,12,C1088,AS27132,15.0
2019,12,C1088,AS27000,29.0
2019,12,C1088,AS27137,15.0
2019,12,C1088,AS27138,15.0
2019,12,C1088,AS27133,228.0
2019,10,C2003,AS27132,7.0
2019,10,C2003,AS27000,8.0
2019,10,C2003,AS27137,7.0
2019,10,C2003,AS27138,7.0
2019,10,C2003,AS27133,20.0
2019,10,C5060,AS21126,1.0
2019,10,C5060,AS27000,5.0
2019,10,C5060,AS27137,5.0
2019,10,C5060,AS27138,5.0
2019,10,C5060,AS27133,45.0
2019,11,C2003,AS27132,7.0
2019,11,C2003,AS27000,8.0
2019,11,C2003,AS27137,7.0
2019,11,C2003,AS27138,7.0
2019,11,C2003,AS27133,20.0
2019,11,C5060,AS21126,1.0
2019,11,C5060,AS27000,5.0
2019,11,C5060,AS27137,5.0
2019,11,C5060,AS27138,5.0
2019,11,C5060,AS27133,45.0
2019,12,C2003,AS27132,7.0
2019,12,C2003,AS27000,8.0
2019,12,C2003,AS27137,7.0
2019,12,C2003,AS27138,7.0
2019,12,C2003,AS27133,20.0
2019,12,C5060,AS21126,1.0
2019,12,C5060,AS27000,5.0
2019,12,C5060,AS27137,5.0
2019,12,C5060,AS27138,5.0
2019,12,C5060,AS27133,45.0
2019,10,C5018,AS46000,3.0
2019,10,C5018,AS27132,7.0
2019,10,C5018,AS27000,18.0
2019,10,C5018,AS27137,7.0
2019,10,C5018,AS27138,7.0
2019,10,C5018,AS27133,47.0
2019,11,C5018,AS46000,3.0
2019,11,C5018,AS27132,7.0
2019,11,C5018,AS27000,18.0
2019,11,C5018,AS27137,7.0
2019,11,C5018,AS27138,7.0
2019,11,C5018,AS27133,47.0
2019,12,C5018,AS46000,3.0
2019,12,C5018,AS27132,7.0
2019,12,C5018,AS27000,18.0
2019,12,C5018,AS27137,7.0
2019,12,C5018,AS27138,7.0
2019,12,C5018,AS27133,47.0
2019,10,C4019,AS27134,13.0
2019,10,C4019,AS27132,8.0
2019,10,C4019,AS27000,68.0
2019,10,C4019,AS27137,8.0
2019,10,C4019,AS27138,8.0
2019,10,C4019,AS27133,20.0
2019,10,C4024,AS21126,0.0
2019,10,C4024,AS27132,2.0
2019,10,C4024,AS27000,7.0
2019,10,C4024,AS27137,2.0
2019,10,C4024,AS27138,2.0
2019,10,C4024,AS27133,13.0
2019,11,C4024,AS27132,2.0
2019,11,C4024,AS27000,7.0
2019,11,C4024,AS27137,2.0
2019,11,C4024,AS27138,2.0
2019,11,C4024,AS27133,13.0
2019,11,C4019,AS27134,13.0
2019,11,C4019,AS27132,8.0
2019,11,C4019,AS27000,68.0
2019,11,C4019,AS27137,8.0
2019,11,C4019,AS27138,8.0
2019,11,C4019,AS27133,20.0
2019,12,C4024,AS27132,2.0
2019,12,C4024,AS27000,7.0
2019,12,C4024,AS27137,2.0
2019,12,C4024,AS27138,2.0
2019,12,C4024,AS27133,13.0
2019,12,C4019,AS27134,13.0
2019,12,C4019,AS27132,8.0
2019,12,C4019,AS27000,68.0
2019,12,C4019,AS27137,8.0
2019,12,C4019,AS27138,8.0
2019,12,C4019,AS27133,20.0
2019,10,C2051,AS21126,0.0
2019,10,C2051,AS46000,3.0
2019,10,C2051,AS17005,3.0
2019,10,C2051,AS27134,3.0
2019,10,C2051,AS27132,3.0
2019,10,C2051,AS27000,17.0
2019,10,C2051,AS27139,0.0
2019,10,C2051,AS27137,3.0
2019,10,C2051,AS27138,3.0
2019,10,C2051,AS27133,18.0
2019,11,C2051,AS21126,0.0
2019,11,C2051,AS46000,3.0
2019,11,C2051,AS17005,3.0
2019,11,C2051,AS27134,3.0
2019,11,C2051,AS27132,3.0
2019,11,C2051,AS27000,17.0
2019,11,C2051,AS27139,0.0
2019,11,C2051,AS27137,3.0
2019,11,C2051,AS27138,3.0
2019,11,C2051,AS27133,18.0
2019,12,C2051,AS21126,0.0
2019,12,C2051,AS46000,3.0
2019,12,C2051,AS17005,3.0
2019,12,C2051,AS27134,3.0
2019,12,C2051,AS27132,3.0
2019,12,C2051,AS27000,17.0
2019,12,C2051,AS27139,0.0
2019,12,C2051,AS27137,3.0
2019,12,C2051,AS27138,3.0
2019,12,C2051,AS27133,18.0
2019,10,C2004,AS27134,4.0
2019,10,C2004,AS27132,10.0
2019,10,C2004,AS27000,75.0
2019,10,C2004,AS27139,2.0
2019,10,C2004,AS27137,10.0
2019,10,C2004,AS27138,10.0
2019,10,C2004,AS27133,108.0
2019,11,C2004,AS27134,4.0
2019,11,C2004,AS27132,10.0
2019,11,C2004,AS27000,75.0
2019,11,C2004,AS27139,2.0
2019,11,C2004,AS27137,10.0
2019,11,C2004,AS27138,10.0
2019,11,C2004,AS27133,108.0
2019,12,C2004,AS27134,4.0
2019,12,C2004,AS27132,10.0
2019,12,C2004,AS27000,75.0
2019,12,C2004,AS27139,2.0
2019,12,C2004,AS27137,10.0
2019,12,C2004,AS27138,10.0
2019,12,C2004,AS27133,108.0
2019,10,C2016,AS27134,13.0
2019,10,C2016,AS27000,20.0
2019,10,C2016,AS27133,47.0
2019,10,C2005,AS27134,31.0
2019,10,C2005,AS27000,103.0
2019,10,C2005,AS27137,16.0
2019,10,C2005,AS27133,184.0
2019,11,C2016,AS27134,13.0
2019,11,C2016,AS27000,20.0
2019,11,C2016,AS27133,47.0
2019,11,C2005,AS27134,31.0
2019,11,C2005,AS27000,103.0
2019,11,C2005,AS27137,16.0
2019,11,C2005,AS27133,184.0
2019,12,C2005,AS27134,31.0
2019,12,C2005,AS27000,103.0
2019,12,C2005,AS27137,16.0
2019,12,C2005,AS27133,184.0
2019,12,C2016,AS27134,13.0
2019,12,C2016,AS27000,20.0
2019,12,C2016,AS27133,47.0
2019,10,C5019,AS27132,16.0
2019,10,C5019,AS27000,31.0
2019,10,C5019,AS27137,16.0
2019,10,C5019,AS27138,16.0
2019,10,C5019,AS27133,50.0
2019,11,C5019,AS27132,16.0
2019,11,C5019,AS27000,31.0
2019,11,C5019,AS27137,16.0
2019,11,C5019,AS27138,16.0
2019,11,C5019,AS27133,50.0
2019,12,C5019,AS27132,16.0
2019,12,C5019,AS27000,31.0
2019,12,C5019,AS27137,16.0
2019,12,C5019,AS27138,16.0
2019,12,C5019,AS27133,50.0
2019,10,C3012,AS21126,2.0
2019,10,C3012,AS27134,7.0
2019,10,C3012,AS27132,8.0
2019,10,C3012,AS27000,13.0
2019,10,C3012,AS27139,2.0
2019,10,C3012,AS27137,8.0
2019,10,C3012,AS27138,8.0
2019,10,C3012,AS27133,36.0
2019,11,C3012,AS21126,2.0
2019,11,C3012,AS27134,7.0
2019,11,C3012,AS27132,8.0
2019,11,C3012,AS27000,13.0
2019,11,C3012,AS27139,2.0
2019,11,C3012,AS27137,8.0
2019,11,C3012,AS27138,8.0
2019,11,C3012,AS27133,36.0
2019,12,C3012,AS21126,2.0
2019,12,C3012,AS27134,7.0
2019,12,C3012,AS27132,8.0
2019,12,C3012,AS27000,13.0
2019,12,C3012,AS27139,2.0
2019,12,C3012,AS27137,8.0
2019,12,C3012,AS27138,8.0
2019,12,C3012,AS27133,36.0
2019,10,C1089,AS27134,19.0
2019,10,C1089,AS27132,4.0
2019,10,C1089,AS27000,8.0
2019,10,C1089,AS27139,1.0
2019,10,C1089,AS27138,4.0
2019,10,C1089,AS27133,21.0
2019,11,C1089,AS27134,19.0
2019,11,C1089,AS27132,4.0
2019,11,C1089,AS27000,8.0
2019,11,C1089,AS27139,1.0
2019,11,C1089,AS27138,4.0
2019,11,C1089,AS27133,21.0
2019,12,C1089,AS27134,19.0
2019,12,C1089,AS27132,4.0
2019,12,C1089,AS27000,8.0
2019,12,C1089,AS27139,1.0
2019,12,C1089,AS27138,4.0
2019,12,C1089,AS27133,21.0
2019,10,C2194,AS27132,5.0
2019,10,C2194,AS27000,10.0
2019,10,C2194,AS27137,5.0
2019,10,C2194,AS27138,5.0
2019,10,C2194,AS27133,11.0
2019,10,C2053,AS27134,33.0
2019,10,C2053,AS27132,5.0
2019,10,C2053,AS27000,14.0
2019,10,C2053,AS27137,5.0
2019,10,C2053,AS27138,5.0
2019,10,C2053,AS27133,27.0
2019,10,C2006,AS21126,2.0
2019,10,C2006,AS46000,21.0
2019,10,C2006,AS27134,67.0
2019,10,C2006,AS27132,13.0
2019,10,C2006,AS27000,109.0
2019,10,C2006,AS27139,2.0
2019,10,C2006,AS27137,13.0
2019,10,C2006,AS27138,13.0
2019,10,C2006,AS27133,174.0
2019,10,C2017,AS21126,0.0
2019,10,C2017,AS46000,8.0
2019,10,C2017,AS17005,5.0
2019,10,C2017,AS27132,5.0
2019,10,C2017,AS27000,2.0
2019,10,C2017,AS27137,5.0
2019,10,C2017,AS27138,5.0
2019,10,C2017,AS27133,25.0
2019,11,C2006,AS21126,2.0
2019,11,C2006,AS46000,21.0
2019,11,C2006,AS27134,67.0
2019,11,C2006,AS27132,13.0
2019,11,C2006,AS27000,109.0
2019,11,C2006,AS27139,2.0
2019,11,C2006,AS27137,13.0
2019,11,C2006,AS27138,13.0
2019,11,C2006,AS27133,174.0
2019,11,C2194,AS27132,5.0
2019,11,C2194,AS27000,10.0
2019,11,C2194,AS27137,5.0
2019,11,C2194,AS27138,5.0
2019,11,C2194,AS27133,11.0
2019,11,C2053,AS27134,33.0
2019,11,C2053,AS27132,5.0
2019,11,C2053,AS27000,14.0
2019,11,C2053,AS27137,5.0
2019,11,C2053,AS27138,5.0
2019,11,C2053,AS27133,27.0
2019,11,C2017,AS21126,0.0
2019,11,C2017,AS46000,8.0
2019,11,C2017,AS17005,5.0
2019,11,C2017,AS27132,5.0
2019,11,C2017,AS27000,2.0
2019,11,C2017,AS27137,5.0
2019,11,C2017,AS27138,5.0
2019,11,C2017,AS27133,25.0
2019,12,C2017,AS21126,0.0
2019,12,C2017,AS46000,8.0
2019,12,C2017,AS17005,5.0
2019,12,C2017,AS27132,5.0
2019,12,C2017,AS27000,2.0
2019,12,C2017,AS27137,5.0
2019,12,C2017,AS27138,5.0
2019,12,C2017,AS27133,25.0
2019,12,C2053,AS27134,33.0
2019,12,C2053,AS27132,5.0
2019,12,C2053,AS27000,14.0
2019,12,C2053,AS27137,5.0
2019,12,C2053,AS27138,5.0
2019,12,C2053,AS27133,27.0
2019,12,C2006,AS21126,2.0
2019,12,C2006,AS46000,21.0
2019,12,C2006,AS27134,67.0
2019,12,C2006,AS27132,13.0
2019,12,C2006,AS27000,109.0
2019,12,C2006,AS27139,2.0
2019,12,C2006,AS27137,13.0
2019,12,C2006,AS27138,13.0
2019,12,C2006,AS27133,174.0
2019,12,C2194,AS27132,5.0
2019,12,C2194,AS27000,10.0
2019,12,C2194,AS27137,5.0
2019,12,C2194,AS27138,5.0
2019,12,C2194,AS27133,11.0
2019,10,C1090,AS21126,94.0
2019,10,C1090,AS46000,135.0
2019,10,C1090,AS27134,27.0
2019,10,C1090,AS27132,8.0
2019,10,C1090,AS27000,54.0
2019,10,C1090,AS27139,2.0
2019,10,C1090,AS27137,8.0
2019,10,C1090,AS27138,8.0
2019,10,C1090,AS27133,80.0
2019,10,C1087,AS21126,1.0
2019,10,C1087,AS42018,14.0
2019,10,C1087,AS46000,2.0
2019,10,C1087,AS17005,14.0
2019,10,C1087,AS27134,35.0
2019,10,C1087,AS27132,14.0
2019,10,C1087,AS27000,50.0
2019,10,C1087,AS27139,2.0
2019,10,C1087,AS27137,14.0
2019,10,C1087,AS27138,14.0
2019,10,C1087,AS27133,162.0
2019,11,C1087,AS21126,1.0
2019,11,C1087,AS42018,14.0
2019,11,C1087,AS46000,2.0
2019,11,C1087,AS17005,14.0
2019,11,C1087,AS27134,35.0
2019,11,C1087,AS27132,14.0
2019,11,C1087,AS27000,50.0
2019,11,C1087,AS27139,2.0
2019,11,C1087,AS27137,14.0
2019,11,C1087,AS27138,14.0
2019,11,C1087,AS27133,162.0
2019,11,C1090,AS21126,94.0
2019,11,C1090,AS46000,135.0
2019,11,C1090,AS27134,27.0
2019,11,C1090,AS27132,8.0
2019,11,C1090,AS27000,54.0
2019,11,C1090,AS27139,2.0
2019,11,C1090,AS27137,8.0
2019,11,C1090,AS27138,8.0
2019,11,C1090,AS27133,80.0
2019,12,C1090,AS21126,94.0
2019,12,C1090,AS46000,135.0
2019,12,C1090,AS27134,27.0
2019,12,C1090,AS27132,8.0
2019,12,C1090,AS27000,54.0
2019,12,C1090,AS27139,2.0
2019,12,C1090,AS27137,8.0
2019,12,C1090,AS27138,8.0
2019,12,C1090,AS27133,80.0
2019,12,C1087,AS42018,14.0
2019,12,C1087,AS21126,1.0
2019,12,C1087,AS46000,2.0
2019,12,C1087,AS17005,14.0
2019,12,C1087,AS27134,35.0
2019,12,C1087,AS27132,14.0
2019,12,C1087,AS27000,50.0
2019,12,C1087,AS27139,2.0
2019,12,C1087,AS27137,14.0
2019,12,C1087,AS27138,14.0
2019,12,C1087,AS27133,162.0
2019,10,C1091,AS21126,4.0
2019,10,C1091,AS27000,13.0
2019,10,C1091,AS27137,4.0
2019,10,C1091,AS27138,4.0
2019,10,C1091,AS27133,17.0
2019,11,C1091,AS21126,4.0
2019,11,C1091,AS27000,13.0
2019,11,C1091,AS27137,4.0
2019,11,C1091,AS27138,4.0
2019,11,C1091,AS27133,17.0
2019,12,C1091,AS21126,4.0
2019,12,C1091,AS27000,13.0
2019,12,C1091,AS27137,4.0
2019,12,C1091,AS27138,4.0
2019,12,C1091,AS27133,17.0
2019,10,C2131,AS27000,8.0
2019,10,C2131,AS27139,1.0
2019,10,C2131,AS27137,4.0
2019,10,C2131,AS27138,4.0
2019,10,C2131,AS27133,15.0
2019,11,C2131,AS27000,8.0
2019,11,C2131,AS27139,1.0
2019,11,C2131,AS27137,4.0
2019,11,C2131,AS27138,4.0
2019,11,C2131,AS27133,15.0
2019,12,C2131,AS27000,8.0
2019,12,C2131,AS27139,1.0
2019,12,C2131,AS27137,4.0
2019,12,C2131,AS27138,4.0
2019,12,C2131,AS27133,15.0
2019,10,C5002,AS46000,49.0
2019,10,C5002,AS27132,25.0
2019,10,C5002,AS27000,6.0
2019,10,C5002,AS27137,25.0
2019,10,C5002,AS27138,25.0
2019,10,C5002,AS27133,32.0
2019,11,C5002,AS46000,49.0
2019,11,C5002,AS27132,25.0
2019,11,C5002,AS27000,6.0
2019,11,C5002,AS27137,25.0
2019,11,C5002,AS27138,25.0
2019,11,C5002,AS27133,32.0
2019,12,C5002,AS46000,49.0
2019,12,C5002,AS27132,25.0
2019,12,C5002,AS27000,6.0
2019,12,C5002,AS27137,25.0
2019,12,C5002,AS27138,25.0
2019,12,C5002,AS27133,32.0
